hs_code_national,landgruppe,landgruppenavn,avgiftstype,avgiftstypebeskrivelse,avgiftsgruppe,avgiftsgruppebeskrivelse,duty_value,rate_type,valid_from,valid_to,enhet,enhet_beskrivelse,oresats_flag
87033209,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,328,Avgift på HFK R-454A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033209,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,329,Avgift på HFK R-454B,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033209,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,330,Avgift på HFK R-454C,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033209,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,331,Avgift på HFK R-455A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033209,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,332,Avgift på HFK R-507A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033209,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,333,Avgift på HFK R-407H,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033209,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,334,Avgift på HFK R-515B,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033209,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,335,Avgift på HK R-456A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033209,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,336,Avgift på R-444A,1742.2,G,2025-05-01,"",G,Per gram,TRUE
87033209,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,100,Avgift på HFK-23,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,101,Avgift på HFK-32,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,102,Avgift på HFK-41,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,103,Avgift på HFK-43-10MEE,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,104,Avgift på HFK-125,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,105,Avgift på HFK-134,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,106,Avgift på HFK-134A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,107,Avgift på HFK-152A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,109,Avgift på HFK-143A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,110,Avgift på HFK-227EA,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,111,Avgift på HFK-236FA,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,112,Avgift på HFK-245CA,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,113,Avgift på HFK-152,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,114,Avgift på HFK - 161,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,115,Avgift på HFK - 236CB,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,116,Avgift på HFK - 236EA,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,117,Avgift på HFK 245FA,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,118,Avgift på HFK - 365MFC,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,200,Avgift på PFK-14,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,202,Avgift på PFK-218,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,203,Avgift på PFK-3-1-10,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,204,Avgift på PFK-c318,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,205,Avgift på PFK-4-1-12,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,206,Avgift på PFK-5-1-14,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,306,Avgift på HFK R-404A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,307,Avgift på HFK R-407B.,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,308,Avgift på HFK R-407C,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,310,Avgift på HFK R-410A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,311,Avgift på HFK R-413A,1742.2,G,2025-01-28,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,312,Avgift på HFK R-417A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,313,Avgift på HFK R-507,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,314,Avgift på HFK R-508B,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,316,Avgift på HFK R-422A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,317,Avgift på HFK R-407A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,318,Avgift på HFK R-422D,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,319,Avgift på HFK R-427A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,320,Avgift på HFK R-437A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,321,Avgift på HFK R-407F,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,322,Avgift på HFK R-448A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,323,Avgift på HFK R-452A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,324,Avgift på HFK R-449A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,325,Avgift på HFK R-513A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,326,Avgift på HFK R-450A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,327,Avgift på HFK R-452B,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,328,Avgift på HFK R-454A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,329,Avgift på HFK R-454B,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,330,Avgift på HFK R-454C,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,331,Avgift på HFK R-455A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,332,Avgift på HFK R-507A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,333,Avgift på HFK R-407H,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,334,Avgift på HFK R-515B,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,335,Avgift på HK R-456A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,336,Avgift på R-444A,1742.2,G,2025-05-01,"",G,Per gram,TRUE
87033302,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2017-01-01,"",P,Prosent av verdien,
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,100,Avgift på HFK-23,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,101,Avgift på HFK-32,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,102,Avgift på HFK-41,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,103,Avgift på HFK-43-10MEE,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,104,Avgift på HFK-125,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,105,Avgift på HFK-134,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,106,Avgift på HFK-134A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,107,Avgift på HFK-152A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,108,Avgift på HFK-143,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,109,Avgift på HFK-143A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,110,Avgift på HFK-227EA,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,111,Avgift på HFK-236FA,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,112,Avgift på HFK-245CA,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,113,Avgift på HFK-152,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,114,Avgift på HFK - 161,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,115,Avgift på HFK - 236CB,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,116,Avgift på HFK - 236EA,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,117,Avgift på HFK 245FA,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,118,Avgift på HFK - 365MFC,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,200,Avgift på PFK-14,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,201,Avgift på PFK-116,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,202,Avgift på PFK-218,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,203,Avgift på PFK-3-1-10,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,204,Avgift på PFK-c318,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,205,Avgift på PFK-4-1-12,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,206,Avgift på PFK-5-1-14,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,306,Avgift på HFK R-404A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,307,Avgift på HFK R-407B.,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,308,Avgift på HFK R-407C,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,310,Avgift på HFK R-410A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,311,Avgift på HFK R-413A,1742.2,G,2025-01-28,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,312,Avgift på HFK R-417A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,313,Avgift på HFK R-507,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,314,Avgift på HFK R-508B,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,316,Avgift på HFK R-422A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,317,Avgift på HFK R-407A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,318,Avgift på HFK R-422D,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,319,Avgift på HFK R-427A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,320,Avgift på HFK R-437A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,321,Avgift på HFK R-407F,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,322,Avgift på HFK R-448A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,323,Avgift på HFK R-452A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,324,Avgift på HFK R-449A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,325,Avgift på HFK R-513A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,326,Avgift på HFK R-450A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,327,Avgift på HFK R-452B,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,328,Avgift på HFK R-454A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,329,Avgift på HFK R-454B,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,330,Avgift på HFK R-454C,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,331,Avgift på HFK R-455A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,332,Avgift på HFK R-507A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,333,Avgift på HFK R-407H,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,334,Avgift på HFK R-515B,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,335,Avgift på HK R-456A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,336,Avgift på R-444A,1742.2,G,2025-05-01,"",G,Per gram,TRUE
87033309,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,100,Avgift på HFK-23,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,101,Avgift på HFK-32,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,102,Avgift på HFK-41,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,103,Avgift på HFK-43-10MEE,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,104,Avgift på HFK-125,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,105,Avgift på HFK-134,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,106,Avgift på HFK-134A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,107,Avgift på HFK-152A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,109,Avgift på HFK-143A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,110,Avgift på HFK-227EA,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,111,Avgift på HFK-236FA,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,112,Avgift på HFK-245CA,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,113,Avgift på HFK-152,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,114,Avgift på HFK - 161,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,115,Avgift på HFK - 236CB,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,116,Avgift på HFK - 236EA,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,117,Avgift på HFK 245FA,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,118,Avgift på HFK - 365MFC,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,200,Avgift på PFK-14,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,202,Avgift på PFK-218,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,203,Avgift på PFK-3-1-10,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,204,Avgift på PFK-c318,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,205,Avgift på PFK-4-1-12,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,206,Avgift på PFK-5-1-14,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,306,Avgift på HFK R-404A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,307,Avgift på HFK R-407B.,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,308,Avgift på HFK R-407C,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,310,Avgift på HFK R-410A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,311,Avgift på HFK R-413A,1742.2,G,2025-01-28,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,312,Avgift på HFK R-417A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,313,Avgift på HFK R-507,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,314,Avgift på HFK R-508B,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,316,Avgift på HFK R-422A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,317,Avgift på HFK R-407A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,318,Avgift på HFK R-422D,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,319,Avgift på HFK R-427A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,320,Avgift på HFK R-437A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,321,Avgift på HFK R-407F,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,322,Avgift på HFK R-448A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,323,Avgift på HFK R-452A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,324,Avgift på HFK R-449A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,325,Avgift på HFK R-513A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,326,Avgift på HFK R-450A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,327,Avgift på HFK R-452B,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,328,Avgift på HFK R-454A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,329,Avgift på HFK R-454B,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,330,Avgift på HFK R-454C,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,331,Avgift på HFK R-455A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,332,Avgift på HFK R-507A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,333,Avgift på HFK R-407H,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,334,Avgift på HFK R-515B,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,335,Avgift på HK R-456A,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,336,Avgift på R-444A,1742.2,G,2025-05-01,"",G,Per gram,TRUE
87034001,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2017-01-01,"",P,Prosent av verdien,
87034009,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,100,Avgift på HFK-23,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034009,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,101,Avgift på HFK-32,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034009,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,102,Avgift på HFK-41,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034009,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,103,Avgift på HFK-43-10MEE,1742.2,G,2025-01-01,"",G,Per gram,TRUE
87034009,ALLE,Avgift fra alle land,FK,Avgift på HFK og PFK,104,Avgift på HFK-125,1742.2,G,2025-01-01,"",G,Per gram,TRUE
